VxGSE,Np,BxGSE,ByGSE,BzGSE,F10,kp_3h,proton_flux_10MeV,radiation_dose_mSv
474.83570765056163,3.6430105390255565,1.7414312383340922,-9.902859837802033,-2.359287741507006,152.94618437037172,1.8163457436952701,165.6376171645135,136.38427676457843
443.0867849414408,4.389001073892694,1.4166179626783324,-5.27492823468436,5.063512355078,148.07675313370189,8.532537320789524,293.9643763029715,179.75665918903024
482.3844269050346,3.8052378779097142,-4.682599229027456,-2.93514203146293,-0.9909342365115901,178.55372268058608,8.610715591054186,22.664432974439816,83.88635601115416
526.1514928204012,5.220836093892239,2.897921108818691,0.7483445546234573,0.4528463235881975,195.9849342427866,5.075734689730426,26.826530040027986,89.4196901021481
438.2923312638332,7.3943570629238256,-7.45041337788309,5.120811633034391,3.5869530331885873,170.6054083240385,1.692450578396619,54.320520408104414,85.67031987065855
438.293152152541,3.457915685717591,-3.270921628801643,3.470679716858822,-0.29481703424470296,180.3463125351139,5.249393498407587,122.52072840742174,123.62483351733725
528.9606407753696,7.001640995536828,-9.99543906448904,-5.896623992237427,-9.089239291649294,143.47787303080756,8.356493400525913,18.279673886807256,84.05221279753188
488.37173645764545,3.436655855306225,7.793132584814073,-1.858561310828262,5.202937522767738,153.76214418417405,3.399847020602721,63.09865579712629,93.33321230457496
426.5262807032524,3.3047455750062316,-1.1577474697264774,0.38187794351283283,6.274644149575257,194.5719622079892,1.2396311762171202,183.79009951258976,144.19361963143567
477.1280021792982,6.637189236686426,10.834420174081558,-1.311035622232497,-9.155580458002216,165.80134380774686,6.243211660836127,26.666008397492448,85.65522274536528
426.8291153593769,6.843872756015234,4.014749632597475,-1.3464761293414718,-5.2164560283076895,142.73910372711552,5.90642043671784,4.883457753971369,68.1647620881496
426.71351232148714,6.702819873525309,2.2404910667551223,-8.613716623271358,10.119398087427554,150.97651664362124,0.01249417358754945,237.33028785521873,162.95893797165638
462.0981135783017,2.3684051835637177,-2.9311384714049966,-5.763670755698202,1.1601733925195596,181.1145387091365,7.682450291877358,154.89620937855574,132.27198472086909
354.3359877671101,4.0680980438558985,-5.2317501784371,-2.014699245696366,0.017756366351825092,183.78681030972447,5.946723885383013,120.00055935052814,113.44570857652002
363.75410837434833,6.645977184006643,2.614857869484726,-15.466128374725812,-2.1319170352478514,124.73606575140678,1.7612873442740207,9.138116593510414,58.69023239949675
421.88562353795135,5.083083681127789,-0.35757004636491074,3.2032216000492726,-5.153513254283172,160.87773825140613,0.029148829675203047,229.59404144402802,162.17661142385018
399.3584439832788,2.8526143076050716,-6.696351577426505,-6.863395498555348,-0.9720882115319175,149.76471472340066,8.750701244695401,36.42255052303837,83.06111526173616
465.71236662976366,5.916635878250883,-7.584292082541593,3.4341906663256894,4.872113695828555,148.03392455688876,6.7921176245460995,23.761172970770893,94.46514781082291
404.5987962239395,3.570385482017059,-4.793518645717919,2.99458002235455,-0.07838979690499613,189.9092385129215,3.2854608114472064,66.84522238551112,102.70127506184294
379.3848149332354,8.589049696784425,9.104836126331152,-2.7184652155619213,3.0514204294652405,142.8738558031822,3.8950958929708164,256.13503497781005,163.49192447428973
523.2824384460777,8.089682924836517,11.06638959005652,5.002741628507689,8.828535742532814,132.73268690174635,4.849744606090947,521.2947518017942,282.04279470365606
438.71118497567323,6.208194852711134,1.0249457365445491,3.715986724624666,-2.9023909022309646,125.55026086894458,6.467651130779575,95.21998375931987,97.07684910559927
453.3764102343962,7.722013409539548,0.7447139812064419,-1.544807354173203,1.514374503292209,144.76359206383066,1.5563786980170158,311.2451594206016,187.56561413177346
378.76259068932717,5.129582700246762,-1.6816018591476054,-2.1087980759584917,5.021967804678389,127.94261193665534,1.761561450874594,60.391786823311044,83.08961644583516
422.78086377374086,6.530874988750032,-4.672426741547511,5.486163928321783,-4.664518167332983,124.05654712382844,0.43442711007380197,3.011392385224097,63.850227762757555
455.5461294854933,7.95544059060415,6.8758952880362205,1.1600691970383208,0.890264140329024,123.30089622998716,8.872148141847976,32.24828091005067,91.80323632530795
392.45032112888487,5.490997363588625,9.36788196948568,5.223485841840711,9.361622623131804,125.08371887679601,7.880138887841529,35.92889897068846,70.37585926422439
468.7849009172836,4.489625656971433,-4.467095429196427,-11.944870371763685,-1.701251902299078,127.17502832947979,4.976622122372147,152.65112648023333,123.19980416267478
